# run:            20260610_022241
# seed:           552702
# T:              4
# batch_size:     10  (effective 40)
# epochs:         30
# lr:             0.0002
# scheduler:      cosine
# grad_clip:      1.0
# huber_delta:    0.5
# wd_encoder:     0.001  wd_temporal: 0.01  wd_other: 0.0
# hidden_size:    318
# dropout:        0.35
# temporal_model: transformer
# transformer:    2L x 4H x FFN512
# bev_encoder:    lightweight  crop_encoder: lightweight
# bev_channels:   22
# add_kinematics: True  box_noise: True  residual_vel: True
# split_mode:     scene
epoch,train_loss,val_loss,lr
1,0.288686,0.351109,1.99e-04
